,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,target
Bwd.IAT.Total,0.12568005536884247,-0.07740007862725011,-0.1397199988068095,0.12220537099353353,0.04838935435436217,0.9284535594949604,0.0822769387331279,0.08624168430389716,0.04566480166851501,0.052865365212163964,0.17886002407478263,0.06749017173415914,0.16601603617202973,0.11580662490157437,0.09365404892629083,0.0853152523542174,0.0396051305786119,0.019861096203946167,-0.026586898908221388,-0.11806355093167539,0.42938283455724746,0.5879213716045454,0.6562498142459886,-0.029862666066523307,0.9088767290466249,0.4855350293001336,0.5347118925673444,0.6453784908216926,0.24253315145915594,1.0,0.5266293458323602,0.7005958464477149,0.8229818471083327,0.21159215487269323,0.48999311359852316,0.07897207586272446,0.08370388524079865,-0.11155122501189921,-0.060362424868292276,-0.021715210745158024,0.1395698057972319,0.09558388033617127,0.08671375455743786,0.046210071223727056,-0.04599906834532554,0.48999311359852316,0.0011071003649064342,-0.1685339514809698,0.16450192100142344,-0.33505162775618214,0.0009625032310337193,0.07191556758088698,0.08681094529427678,0.1660160361688294,0.03960513057840326,0.0822769387331279,0.04566480166851501,0.08624168430389716,0.052865365212163964,-0.07442234222822762,0.05856508918255397,0.07182504239693052,-0.06628858079649176,0.18448407929366567,0.24128274851858109,0.25971600528269045,0.09995741993019798,0.7190363742372358,0.4880280614253911,0.7635821527044502,0.6240796427749624,-0.02517198274138524
Bwd.IAT.Mean,0.06687425545505889,-0.09921490260949889,-0.09601452432026787,0.14224247282608316,-0.004113944959486624,0.498510436390113,-0.015399485670947337,-0.016506628745308876,-0.008039443052397344,-0.012614800929612863,-0.06289520006334269,0.016684875482644797,-0.025872045658835864,-0.052100706830896334,-0.09069850373946524,0.2507388303236293,-0.05083650824131881,-0.11017932317956208,-0.015925791428389954,-0.07061512029309185,0.7181796810271658,0.7268609264277679,0.4984898546818492,-0.01731023289116846,0.47694891552278346,0.6860993696074263,0.42692009052977464,0.483450427787932,0.49069046056604515,0.5266293458323602,1.0,0.5026282524392081,0.6182917129448728,0.8227244661523487,0.30413871683428134,-0.01500677765937846,-0.016023500585271796,-0.06671825813766477,-0.03610929152494152,-0.01128887806346793,-0.10045542463707173,-0.07970119285044573,-0.09951179280002269,-0.08397332827340956,-0.027451109335635313,0.30413871683428134,-0.005498595383057512,-0.19197892997293609,0.1910605772183681,-0.1943176043346772,-0.0055365466789038115,-0.03405938714751646,-0.07674753677429265,-0.025872045660767135,-0.05083650824096516,-0.015399485670947337,-0.008039443052397344,-0.016506628745308876,-0.012614800929612863,-0.08093795421788429,0.03126623599971027,-0.012435433394231865,-0.06414462026734077,-0.010919111275957636,-0.0026207245984780215,-0.008610349767708253,-0.009976142165618571,0.5807411587408049,0.2236796294810152,0.5680444286243952,0.5561432928229508,-0.05616564995358032
Bwd.IAT.Std,0.11364988764477366,-0.005873913217040275,-0.1376549527108054,0.04058464162563431,-0.005250734382220662,0.6551787886711516,-0.017089188804617184,-0.016850942187503114,-0.010169567204003985,-0.01432066726116285,0.009108640771025784,-0.010734069438508211,0.022211740149217566,0.04765115433870666,-0.042321897308824075,0.0713507435220426,-0.04502146650645765,-0.03343517197431259,-0.021433077398658053,-0.09504237712909101,0.46226276085388135,0.6871646891776656,0.6842850653570007,-0.024238694447581456,0.6091441990726261,0.5099772026606042,0.6273314435061667,0.6305873280488382,0.21585532238551353,0.7005958464477149,0.5026282524392081,1.0,0.8431073298995103,-0.020529758988429167,0.32631095734868953,-0.016612823020293137,-0.016468020239072005,-0.08979775948157262,-0.04859942376186878,-0.018430280370228886,-0.045346948771961985,-0.04887214198030467,-0.03545393138122736,-0.05774473557750321,-0.03696275215518766,0.32631095734868953,-0.0002521919694161843,-0.1197737617918928,0.12144372337410578,-0.267070723907615,-0.0004391264036346359,0.04806377051608141,-0.04950398964175241,0.02221174014443904,-0.04502146650597302,-0.017089188804617184,-0.010169567204003985,-0.016850942187503114,-0.01432066726116285,-0.04638502727292771,0.012923893480235527,-0.014095320848789242,-0.05563602912452337,0.025366125898590292,0.04574881416160373,0.03955379627720036,0.009818618618613294,0.7476188987623376,0.3979772373338972,0.7557539614237554,0.6871296300720102,-0.039152038241481134
Bwd.IAT.Max,0.14729153304853407,0.01958545056832469,-0.15485713396620462,0.01652939255437879,-0.0038970172678767304,0.7709974131786429,-0.001733349844561652,0.006190204288035526,-0.007187687898596567,0.00630361660131805,0.07190677511431096,-0.010547042499888918,0.049547094376353455,0.08931856607359592,0.07398550823738578,0.10926974799728209,0.043807339429354414,0.04309330448534022,-0.025421858014296448,-0.11278334996723256,0.4958898074319476,0.7201099495402272,0.8140138784976856,-0.028551782189849516,0.7244839894413593,0.5433883781431855,0.6290957275002624,0.7551586363606095,0.28501387412847184,0.8229818471083327,0.6182917129448728,0.8431073298995103,1.0,0.2882615994067222,0.351110963740943,-0.0016490438408471532,0.005516665553079318,-0.10656068745221958,-0.05766807913252089,-0.024388528762761118,0.07376572185042063,0.03925258451429337,0.058393760934622285,0.019083250735800195,-0.04388529878597662,0.351110963740943,0.004524860099619374,-0.08692072485249382,0.08822145290412339,-0.31798798138256995,0.004321271007830119,0.09805334557679578,0.03489079620314978,0.049547094372237595,0.04380733943015372,-0.001733349844561652,-0.007187687898596567,0.006190204288035526,0.00630361660131805,-0.026142105180022652,0.014819371110054578,-0.0037318291020602893,-0.06719674686592146,0.09677209320783732,0.12675693015269598,0.12873521654959832,0.05339671947756507,0.8756200150815053,0.5024294950225041,0.9007433291744549,0.8002967581844034,-0.02218315458189894
Bwd.IAT.Min,0.031020680462259156,-0.07411040217509901,-0.042827706700339134,0.10068280708513563,-0.0019324572664011531,0.2058100124385122,-0.007441018037520424,-0.008045612153608958,-0.003647291466830949,-0.005651647446895382,-0.05432849419722376,0.0200269742592326,-0.03051910010304295,-0.060743529775502084,-0.05314998817289791,0.2474803788708255,-0.012713123364064462,-0.07918620894576776,-0.006951330093222302,-0.03082146311723797,0.5182424898455923,0.4374858045805591,0.23272017818520216,-0.00706728205114936,0.20462063195136818,0.4608811513628898,0.14974875383682698,0.23434602422737327,0.4161812112645626,0.21159215487269323,0.8227244661523487,-0.020529758988429167,0.2882615994067222,1.0,0.13977852943519087,-0.007235675098865323,-0.007805930592213532,-0.02912054869662152,-0.015760818181129517,-0.004855294161444976,-0.06147404449062367,-0.043550690854855,-0.06427624352522583,-0.04596179397059929,-0.011969168989934801,0.13977852943519087,-0.0036901736386535894,-0.11694845117959819,0.11562266815022533,-0.08235733074465877,-0.003665281594710202,-0.0396422154462559,-0.040541744623293116,-0.03051910010306465,-0.012713123363833649,-0.007441018037520424,-0.003647291466830949,-0.008045612153608958,-0.005651647446895382,-0.04908641289550966,0.018035070246040633,-0.006049455173206368,-0.04081015853504251,-0.015582390966357239,-0.01825624279645701,-0.02030959644807745,-0.009362933672189178,0.2932985792571785,0.027221287928446046,0.27003800229889596,0.3070757822884406,-0.03584920100181263
Fwd.PSH.Flags,-0.08134806464488273,-0.2670368816615791,0.06276585873520707,0.26533912248382013,-0.007651618767034266,0.4638582934537487,0.031459241749408895,0.022850979481290768,0.021943627835569253,0.0037789734107924774,0.10400404188675573,0.1596606409985479,0.1748293187287498,0.0787491340117644,-0.049421650634648234,0.149886077382312,-0.04129883725140338,-0.09247737750826111,0.06386482571145384,0.011757978926274674,0.20373621382090992,0.27386763649167467,0.2808435756009232,-0.013027683670400109,0.4763944156859422,0.16495672210492957,0.32089356077835973,0.2994326398888662,-0.013976934713872166,0.48999311359852316,0.30413871683428134,0.32631095734868953,0.351110963740943,0.13977852943519087,1.0,0.028791784793498868,0.02179058196560573,-0.0028484609948409454,0.052243582699263255,0.04182661160819646,-0.002803494415825033,0.043092716500413054,-0.012322216333245041,-0.030364193527613877,-0.03835753377671323,1.0,-0.011759714959300347,-0.37686831412733884,0.37266107829515427,-0.2773261017577184,-0.011622416890124363,-0.04471039088980864,0.05056701921165091,0.1748293187295984,-0.04129883725185552,0.031459241749408895,0.021943627835569253,0.022850979481290768,0.0037789734107924774,-0.16788987478565234,0.08762099515292039,0.033026336007196934,0.10418615795621325,0.10062333768423992,0.142702278474042,0.15300726897431718,0.050086330418445485,0.33007799673709076,0.21809716460293144,0.35738220065038767,0.288250689815216,-0.011218832393509843
Fwd.Header.Length,-0.00796564324486399,-0.02408359564338054,0.008298123582893425,0.02594298702628507,0.021323439689891324,0.0803134168974979,0.9738895496058831,0.7001979403592408,0.7424715733628772,0.41891887683667833,0.24202424124185332,0.03575683124650304,0.1385556288159306,0.06723959681448363,0.10518795814395607,0.019249609729656957,0.07062093553703704,0.03703931845441088,-0.0022136225443012505,-0.011459948056677107,-0.018803492984807647,-0.022005155632027554,-0.004041995998236104,-0.00295389754643655,0.08069772914789607,-0.017823880022054445,-0.018902253547742096,-0.0051721163120517595,-0.009252909312007824,0.07897207586272446,-0.01500677765937846,-0.016612823020293137,-0.0016490438408471532,-0.007235675098865323,0.028791784793498868,1.0,0.7213879887280237,-0.010826108247535582,-0.005864814785875309,0.006438813136483174,0.1962389700970406,0.1299351242193122,0.0989708599889656,0.0987102601846503,-0.004445952768595778,0.028791784793498868,0.0009014435302435944,-0.004866702596764039,0.006438937020095114,-0.03320826633366218,0.0008445139106638505,-0.012559811451923194,0.12498568349599051,0.1385556288134349,0.07062093553702646,0.9738895496058831,0.7424715733628772,0.7001979403592408,0.41891887683667833,0.0007988550151881444,0.025977421244975315,0.8316197717997666,0.014221666899564825,0.07539273560391917,0.05440883752410233,0.08036097544800218,0.059404524548431016,-0.007175630910992367,0.002266492378871701,-0.0049064626119086595,-0.008147332130454026,0.020571390540636447
Bwd.Header.Length,0.0013404534744322725,-0.0007802684835442967,-0.002085881120982365,0.0009446890522657867,0.014577261215343376,0.07801652291432189,0.6954548173630621,0.975856131751097,0.4403064665303673,0.7791945410274586,0.1562795771283641,0.02443536870420403,0.07586090390810193,0.03770999544527686,0.17814492891124015,0.018956144520324243,0.11646672994549383,0.06829366326647524,-0.0023245437774165735,-0.012251485742555582,-0.019660550818260583,-0.022345993374053085,0.0012327355303523215,-0.0031722598286478285,0.07732949653485752,-0.017590287273067804,-0.018057527366313744,-0.0011272758920492885,-0.009075440642113946,0.08370388524079865,-0.016023500585271796,-0.016468020239072005,0.005516665553079318,-0.007805930592213532,0.02179058196560573,0.7213879887280237,1.0,-0.01164643613206361,-0.006029528347279214,-0.003132933363443552,0.22583743019474442,0.1487817531081606,0.1172471254741634,0.12253511439099116,-0.004789698235096121,0.02179058196560573,0.0019704571489466706,0.007597349823217124,-0.008685957759884623,-0.034790216191869186,0.001948844212189743,0.027026016691313447,0.14322476847266988,0.07586090390705331,0.11646672994467866,0.6954548173630621,0.4403064665303673,0.975856131751097,0.7791945410274586,0.007201816712355661,0.015929903652765996,0.5269980634883434,0.01775942220091946,0.07391610762934629,0.055476210642302154,0.08126250885479736,0.05738763941952573,-0.004094473580876154,0.005182616738997309,-0.001280677944569118,-0.005712816732304607,0.0341562234715745
Fwd.Packets.s,-0.10480130256147932,-0.13464285403483164,0.12265106460462386,0.1505230908587911,-0.003390123756371647,-0.12941015314011503,-0.011191845580827732,-0.01197468441181635,-0.0052255363680530345,-0.008094519221090082,-0.08477927178266186,0.00169368619735275,-0.05692651263713708,-0.09149081229128316,-0.09553475798966746,-0.02080548115426771,-0.1023124674637437,-0.12154337084164428,0.23364271294007308,0.9630144671463632,-0.08177190170788728,-0.1097444839389433,-0.12635889896639346,-0.011277642077599657,-0.12463549679027892,-0.07630543140253682,-0.10081190084319315,-0.1205271360933948,-0.035653925856941444,-0.11155122501189921,-0.06671825813766477,-0.08979775948157262,-0.10656068745221958,-0.02912054869662152,-0.0028484609948409454,-0.010826108247535582,-0.01164643613206361,1.0,0.19391032237297895,0.02029130116684785,-0.10411374604106194,-0.08904343263637451,-0.12467174638137592,-0.06936281287868536,0.18908550172319175,-0.0028484609948409454,-0.0052628850089597385,-0.16861800019701273,0.13498169625688528,0.1441760363077583,-0.005227268524612909,-0.12022772111032719,-0.07789803265441916,-0.05692651263683876,-0.1023124674637203,-0.011191845580827732,-0.0052255363680530345,-0.01197468441181635,-0.008094519221090082,-0.09306526241334408,-0.051785726282084915,-0.009210049580851507,-0.043610585341845025,-0.025903919728255634,-0.02826851704816352,-0.032673103312725923,-0.016573393021319594,-0.10197617427675984,-0.058126010670706496,-0.10533601438919465,-0.09248791474101718,-0.017772906956181358
Bwd.Packets.s,-0.06095809263591692,0.03148890740076014,0.06345705628596784,-0.048665553494402686,-0.003203254379347242,-0.07002777627792856,-0.006100749583521327,-0.006214670799949349,-0.002803327854288761,-0.0042625463220726904,-0.0515309476761406,0.019739210084584173,-0.040160622297653034,-0.06924603626479917,-0.05075763723043074,-0.009641385998464584,-0.05344133639138374,-0.06368101583808597,0.04110431026113552,0.4510737821952581,-0.04425619585726768,-0.05939492641904447,-0.06838257697470132,-0.006103301118827479,-0.06744417064016209,-0.04129790745106153,-0.054560056056862795,-0.06522716039642863,-0.019296844317297033,-0.060362424868292276,-0.03610929152494152,-0.04859942376186878,-0.05766807913252089,-0.015760818181129517,0.052243582699263255,-0.005864814785875309,-0.006029528347279214,0.19391032237297895,1.0,-0.005216575318189988,-0.058328686057673135,-0.05939753144396314,-0.07331884150217437,-0.041604670718240554,0.022177161653547887,0.052243582699263255,-0.002832048772856284,-0.09074615089970846,0.08936199560189044,0.07947105412177702,-0.002812274444942429,0.05185114125439311,-0.058077127467471984,-0.04016062229693966,-0.05344133639131755,-0.006100749583521327,-0.002803327854288761,-0.006214670799949349,-0.0042625463220726904,-0.05632811699484504,-0.011134914190068148,-0.005030374851386224,0.07982897968416919,-0.014012055887458017,-0.015293960607867235,-0.01767508984447952,-0.008963769275568058,-0.05518939958025702,-0.031457292208842295,-0.05700753928242385,-0.050054466085465786,-0.0032389526974407187
Min.Packet.Length,-0.02467209039396185,-0.07181102175200062,0.042364520914243774,0.08148989423306932,0.015661362930137923,0.00010143507197627728,0.006990270763904443,-0.0029441645979710854,0.007911439949549175,-0.002465387586698029,0.06224140360581295,0.4977021524495599,0.20105238991878752,0.020038671819919314,-0.030137689441627043,0.009828559384712068,-0.0290051492087137,-0.03945155048451611,0.16762003507485657,0.01702730185516032,0.0107896092192485,-0.01305840708591741,-0.014556698586266988,0.03482157454843636,0.0007868060225901159,-0.010221007156847008,-0.014615860145407947,-0.014696953236108453,-0.005087605719326209,-0.021715210745158024,-0.01128887806346793,-0.018430280370228886,-0.024388528762761118,-0.004855294161444976,0.04182661160819646,0.006438813136483174,-0.003132933363443552,0.02029130116684785,-0.005216575318189988,1.0,0.004342791404276265,0.12937707350544825,-0.013571424117951444,-0.005446797263096273,0.005564727515501003,0.04182661160819646,-0.0018919870172806898,-0.060630353657816966,0.05762265542329507,0.010791653702654282,-0.0018776414605395752,-0.028642100554485152,0.15615275783213636,0.20105238991466212,-0.029005149208581348,0.006990270763904443,0.007911439949549175,-0.0029441645979710854,-0.002465387586698029,-0.024990186600954443,0.0017457833779712917,0.009074678465123635,-0.022778518438994498,0.05953941035051433,0.09085118037010557,0.08404719420314291,0.027110988253186846,-0.006178262721624117,-0.0028887285424124202,-0.005493918426110994,-0.005482438658549499,-0.009342467590755217
Max.Packet.Length,0.08223490862807126,0.10297897852615422,-0.07611304878736984,-0.12493445734858391,-0.005755000053070615,0.15732239016508726,0.20060805562761902,0.22992838378686342,0.11800825510659964,0.21244909305427145,0.48752236597858867,0.03299010525969113,0.30139956143778573,0.3572995075511532,0.9288515819656739,0.03723636620080829,0.806935357438427,0.7919271971360862,0.004139668384816878,-0.11073867834375424,-0.11886479412656191,-0.07024399120900589,0.10238393596451356,-0.029139146436177897,0.14532633181841645,-0.11761827910098284,-0.01819727191946735,0.07875763374761859,-0.09116618129720079,0.1395698057972319,-0.10045542463707173,-0.045346948771961985,0.07376572185042063,-0.06147404449062367,-0.002803494415825033,0.1962389700970406,0.22583743019474442,-0.10411374604106194,-0.058328686057673135,0.004342791404276265,1.0,0.8538298031645114,0.8982022558344369,0.858891111565506,-0.043360392654037454,-0.002803494415825033,0.014879611749676079,0.38278466682703965,-0.3647146570563136,-0.3226688742692746,0.014662873549072314,0.07559373231072253,0.8364870934187335,0.3013995614407224,0.8069353574351095,0.20060805562761902,0.11800825510659964,0.22992838378686342,0.21244909305427145,0.18735003393137076,0.0235439750824636,0.16098281962341413,0.023993665512274137,0.17310564965972938,0.16052882265277418,0.20145648702888136,0.11946089713419189,0.025995353419994736,0.05192600670989214,0.04000681860850541,0.01580525557596058,0.18758265126176135
Packet.Length.Mean,0.05115212185107641,0.058580959363991325,-0.047506123145215656,-0.07062453193584892,-0.004776293804599691,0.12421716307356465,0.13503314590722165,0.15382887445925447,0.08348667668303852,0.14781286093969476,0.48892595240837733,0.14567116252976475,0.4574698403923199,0.4269878471490201,0.7680041283198108,0.09497482716536391,0.8289546116930597,0.7191640363985332,0.11210757407852841,-0.09732196553948645,-0.10568272959223583,-0.06376085224236551,0.07750488717830774,-0.026988048415875165,0.11316248945897746,-0.11276966270917492,-0.014103531787481527,0.054161887566588594,-0.09532435158005541,0.09558388033617127,-0.07970119285044573,-0.04887214198030467,0.03925258451429337,-0.043550690854855,0.043092716500413054,0.1299351242193122,0.1487817531081606,-0.08904343263637451,-0.05939753144396314,0.12937707350544825,0.8538298031645114,1.0,0.9025982140174713,0.8333809551637239,-0.046342376023838776,0.043092716500413054,0.0069448541708844085,0.3557775719438957,-0.3281923684374869,-0.33403818704160376,0.006829082800136578,0.0823742621168513,0.9965265288165204,0.45746984038923194,0.8289546116911771,0.13503314590722165,0.08348667668303852,0.15382887445925447,0.14781286093969476,0.15233643484740922,0.04035609091514632,0.11177621585315436,0.012270541329480099,0.14960542838154847,0.12921859704542066,0.16727153087095642,0.10799207973693868,0.004693035754336417,0.022900928727862726,0.012921869062778972,0.0017513610636841078,0.1713104295002708
Packet.Length.Std,0.09455428088937218,0.1351954186816696,-0.10151670238966658,-0.16478560554720553,-0.008920114060455264,0.11365461243267024,0.10229642769190089,0.12135313067947072,0.05445711138889286,0.11778423914789987,0.4716612504473111,0.04184130452026904,0.36919853089439986,0.4852568094433067,0.8437709850081421,0.07066419762771017,0.8660494159482757,0.8978776406353424,0.044125471983850716,-0.1335586522254543,-0.12021272396171419,-0.05042830360221453,0.10840400070788274,-0.03788989809067199,0.10070337550768986,-0.12666587665729007,0.011695561635808122,0.08155249665217068,-0.114152139549724,0.08671375455743786,-0.09951179280002269,-0.03545393138122736,0.058393760934622285,-0.06427624352522583,-0.012322216333245041,0.0989708599889656,0.1172471254741634,-0.12467174638137592,-0.07331884150217437,-0.013571424117951444,0.8982022558344369,0.9025982140174713,1.0,0.8879395240754548,-0.055669887860218044,-0.012322216333245041,0.014618214835629868,0.5045524702476218,-0.48337341921032134,-0.40831767989237217,0.014478312830507512,0.048295173806949726,0.8967245084736984,0.3691985308938785,0.8660494159467562,0.10229642769190089,0.05445711138889286,0.12135313067947072,0.11778423914789987,0.23071882178123737,0.025237177131246784,0.08036112953362917,0.026687680931518326,0.11265538816002524,0.09858105788816107,0.12716916523142607,0.08059994072891428,0.013862540813813166,0.028006781236170526,0.022275486249965094,0.010103980049698444,0.17130072918655206
Packet.Length.Variance,0.07371732229085544,0.08091628275594843,-0.07135549289858216,-0.10477508264026986,-0.006374908135956188,0.05678397940413755,0.10227565031228822,0.12732541605643763,0.05442916138063123,0.14109485148655762,0.34391963242738766,0.03901956546071661,0.23733018577391432,0.2986321335617153,0.8224033527889002,0.05128823531944534,0.8199179343877167,0.7939771346249915,0.045250558679714385,-0.07453039313431177,-0.0969996764794806,-0.07184760906742152,0.041764276172129404,-0.021056847742871067,0.045415528657377705,-0.09571393507697175,-0.040376547372977065,0.020478481617719126,-0.06596425174287823,0.046210071223727056,-0.08397332827340956,-0.05774473557750321,0.019083250735800195,-0.04596179397059929,-0.030364193527613877,0.0987102601846503,0.12253511439099116,-0.06936281287868536,-0.041604670718240554,-0.005446797263096273,0.858891111565506,0.8333809551637239,0.8879395240754548,1.0,-0.02952526429859806,-0.030364193527613877,0.007586286687699325,0.2865470457533122,-0.27561363969414954,-0.21827722802999389,0.007508287151677387,0.061593734590219835,0.825812856010255,0.23733018577297252,0.8199179343849365,0.10227565031228822,0.05442916138063123,0.12732541605643763,0.14109485148655762,0.1527891230080251,0.04559319653850382,0.07961249024178545,-0.0029780456363788952,0.08661402829490553,0.07408599318032791,0.09810853257153207,0.062063579509090624,-0.01569060268128258,0.006933130846930405,-0.010246764966237132,-0.01684640047444045,0.1634929823688948
FIN.Flag.Count,-0.017317825032220326,0.01501529605263925,-0.007731482809184497,-0.011187177304492358,-0.0014168672422519262,-0.05308826204408833,-0.004549721618297487,-0.004911862809739396,-0.0021741889948748614,-0.0033389792703120234,-0.04105161462219022,-0.0034014591472501954,-0.037172054988056084,-0.05327712566791486,-0.037141109541467106,-0.0023190440286182537,-0.037151021578198544,-0.046996451104442956,0.002714817882740939,0.17811262735941003,-0.03141164872672416,-0.044929849979870165,-0.05153560663442902,-0.00021124258114716625,-0.051434699279370166,-0.03141094687045376,-0.0415492395488542,-0.049696014680899174,-0.014663160766343091,-0.04599906834532554,-0.027451109335635313,-0.03696275215518766,-0.04388529878597662,-0.011969168989934801,-0.03835753377671323,-0.004445952768595778,-0.004789698235096121,0.18908550172319175,0.022177161653547887,0.005564727515501003,-0.043360392654037454,-0.046342376023838776,-0.055669887860218044,-0.02952526429859806,1.0,-0.03835753377671323,-0.002177572538801573,-0.06978554279766351,-0.04507735183802342,-0.05210961824789456,-0.002162880341914019,-0.027260909428947145,-0.0463146935849759,-0.03717205498772652,-0.03715102157809478,-0.004549721618297487,-0.0021741889948748614,-0.004911862809739396,-0.0033389792703120234,-0.053723978216089395,-0.015368829317869502,-0.0036920270288113384,-0.07972592832302047,-0.010648999338110485,-0.011623490718334952,-0.013445044597068743,-0.006811441241674043,-0.04192853670421346,-0.02387698977125402,-0.04330333277916272,-0.03802946785042024,0.02962432047986497
SYN.Flag.Count,-0.08134806464488273,-0.2670368816615791,0.06276585873520707,0.26533912248382013,-0.007651618767034266,0.4638582934537487,0.031459241749408895,0.022850979481290768,0.021943627835569253,0.0037789734107924774,0.10400404188675573,0.1596606409985479,0.1748293187287498,0.0787491340117644,-0.049421650634648234,0.149886077382312,-0.04129883725140338,-0.09247737750826111,0.06386482571145384,0.011757978926274674,0.20373621382090992,0.27386763649167467,0.2808435756009232,-0.013027683670400109,0.4763944156859422,0.16495672210492957,0.32089356077835973,0.2994326398888662,-0.013976934713872166,0.48999311359852316,0.30413871683428134,0.32631095734868953,0.351110963740943,0.13977852943519087,1.0,0.028791784793498868,0.02179058196560573,-0.0028484609948409454,0.052243582699263255,0.04182661160819646,-0.002803494415825033,0.043092716500413054,-0.012322216333245041,-0.030364193527613877,-0.03835753377671323,1.0,-0.011759714959300347,-0.37686831412733884,0.37266107829515427,-0.2773261017577184,-0.011622416890124363,-0.04471039088980864,0.05056701921165091,0.1748293187295984,-0.04129883725185552,0.031459241749408895,0.021943627835569253,0.022850979481290768,0.0037789734107924774,-0.16788987478565234,0.08762099515292039,0.033026336007196934,0.10418615795621325,0.10062333768423992,0.142702278474042,0.15300726897431718,0.050086330418445485,0.33007799673709076,0.21809716460293144,0.35738220065038767,0.288250689815216,-0.011218832393509843
RST.Flag.Count,0.03083139409168766,0.01668065247400173,-0.022965287777211248,-0.010275008913101633,-0.0004343854587096338,0.003748150140836867,0.0005091017859914406,0.0014247854998871942,-0.0005382463264848827,0.001441228972281222,0.007582869683317217,-0.0029072669830716423,0.0015222998530478715,0.009147665940886613,0.015690866970201847,-0.002729056292210776,0.009889430573421985,0.017205235191324865,-0.0012415905153040333,-0.005565792204400588,-0.005450911985368694,-0.00023104081520533456,0.00947960623847587,-0.0014293132701333,0.003566848112050165,-0.0050193246522187065,0.004159859464985476,0.009232378145754293,-0.0045184693038082474,0.0011071003649064342,-0.005498595383057512,-0.0002521919694161843,0.004524860099619374,-0.0036901736386535894,-0.011759714959300347,0.0009014435302435944,0.0019704571489466706,-0.0052628850089597385,-0.002832048772856284,-0.0018919870172806898,0.014879611749676079,0.0069448541708844085,0.014618214835629868,0.007586286687699325,-0.002177572538801573,-0.011759714959300347,1.0,0.0312037773345911,-0.030803344122313437,-0.015975851336189374,0.9924067009619766,0.0035941799917643966,0.006545724149302527,0.0015222998530131245,0.009889430571334089,0.0005091017859914406,-0.0005382463264848827,0.0014247854998871942,0.001441228972281222,0.100990745059965,-0.005355813019836368,-0.0008299927762232109,0.018246970800725924,0.0007064879590084331,-6.671174783640934e-05,0.0002836826631133339,0.0007785719891935911,0.004256252070520686,-0.0028040675529519203,0.0032162594278246116,0.005359170344955211,-0.0059065830007360405
PSH.Flag.Count,0.10239503778927407,0.32799069021753235,-0.14145604306912174,-0.3597812168548441,-0.0139209254708224,-0.11000002041543505,-0.006687264691322899,0.007722148530052893,-0.0154055991127965,0.017994689488281403,0.23898628111167144,-0.09316889865989693,0.13737015887066992,0.37599017032249915,0.3856274183648395,-0.08480220188908551,0.39118550282319964,0.5241152614476025,-0.03955467115353779,-0.17832559041717758,-0.16975071625946278,-0.0861965032423082,0.03216187223105993,-0.04580149801501585,-0.12351056182219372,-0.18220997939517908,-0.018595068965313207,0.003259225243311493,-0.14469773754847942,-0.1685339514809698,-0.19197892997293609,-0.1197737617918928,-0.08692072485249382,-0.11694845117959819,-0.37686831412733884,-0.004866702596764039,0.007597349823217124,-0.16861800019701273,-0.09074615089970846,-0.060630353657816966,0.38278466682703965,0.3557775719438957,0.5045524702476218,0.2865470457533122,-0.06978554279766351,-0.37686831412733884,0.0312037773345911,1.0,-0.9643778998418997,-0.5119845319851194,0.030948762020010984,-0.02937635038887292,0.35064872650678347,0.1373701588680477,0.3911855028223524,-0.006687264691322899,-0.0154055991127965,0.007722148530052893,0.017994689488281403,0.3650085436845432,-0.08191333698971455,-0.01363284472514005,0.0846774779859833,-0.00596080107549296,-0.027833811921079348,-0.02431867200257226,0.005560140486609333,-0.1024768508121562,-0.11924589380024164,-0.12014564425260114,-0.07307265089051845,0.07055308036665874
