,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,target
Fwd.Packet.Length.Max,-0.01849608049099731,-0.06154234971897063,0.010292778404357104,0.059701484266631515,-0.006224653141856745,0.20262064393293153,0.2509325669657207,0.15516982669157198,0.29604242268089315,0.017237824599612976,1.0,0.16212662067781425,0.8267381900777564,0.8087479361818376,0.16188431746490814,-0.016923111800173658,0.12187048527794889,0.17153511500672786,0.045222471271342046,-0.09128196662865731,-0.07269575302589322,-0.018414140210380705,0.09692312325326283,-0.025077457057244602,0.19792487148413473,-0.07848413574760423,0.026355675522638285,0.0832825352708248,-0.08025859859730342,0.17886002407478263,-0.06289520006334269,0.009108640771025784,0.07190677511431096,-0.05432849419722376,0.10400404188675573,0.24202424124185332,0.1562795771283641,-0.08477927178266186,-0.0515309476761406,0.06224140360581295,0.48752236597858867,0.48892595240837733,0.4716612504473111,0.34391963242738766,-0.04105161462219022,0.10400404188675573,0.007582869683317217,0.23898628111167144,-0.18696386754914934,-0.29826639772936975,0.006682312340109252,-0.05592692744744598,0.48563967904513833,0.8267381900886934,0.12187048527820805,0.2509325669657207,0.29604242268089315,0.15516982669157198,0.017237824599612976,0.08196799992253637,0.05513918930342464,0.27419349287628525,0.04791535611646812,0.16373732537191202,0.15595512209319354,0.19472089658460526,0.11090363817377202,0.045764850141047024,0.06579500026224601,0.06147150078263988,0.0319049709046726,0.03433410316732333
Fwd.Packet.Length.Min,-0.03596942330775676,-0.12866711559167002,0.03093580618737942,0.13827983358213386,0.006754298532906351,0.06876667808613467,0.03719168588862897,0.023749118816241355,0.038909567137037304,-0.004182988780705849,0.16212662067781425,1.0,0.4017758906884449,0.02301797409882041,-0.0489199744983164,-0.0015479721598387053,-0.0504363316197591,-0.06222414620032379,0.08784484873764374,0.006962469226206206,0.019436561463880807,-0.003265372646318988,-0.016001830872715533,0.015546167941591194,0.06857316390868015,0.00682032848344972,-0.017710112780305515,-0.018268811442568946,0.010821504213899276,0.06749017173415914,0.016684875482644797,-0.010734069438508211,-0.010547042499888918,0.0200269742592326,0.1596606409985479,0.03575683124650304,0.02443536870420403,0.00169368619735275,0.019739210084584173,0.4977021524495599,0.03299010525969113,0.14567116252976475,0.04184130452026904,0.03901956546071661,-0.0034014591472501954,0.1596606409985479,-0.0029072669830716423,-0.09316889865989693,0.09091664277935028,-0.031212065385255373,-0.0028725298104634476,0.010803117257046203,0.16595671322448582,0.4017758906872461,-0.05043633161993147,0.03719168588862897,0.038909567137037304,0.023749118816241355,-0.004182988780705849,-0.0515621330404756,0.03287696421823811,0.04363110970565787,0.0011315370758071266,0.059435831514958154,0.04927212577209833,0.06346532470916932,0.045430973347163804,-0.006934647638731621,-0.006360324912990199,-0.007400901850315654,-0.005633587245413032,-0.020112435472988247
Fwd.Packet.Length.Mean,-0.018090113657674958,-0.12927823383711978,0.002153602841442352,0.1402069058820194,-0.0034434916105951984,0.18752942881024318,0.14725281896275524,0.07679954037665741,0.18238409031702646,-0.014476223865080476,0.8267381900777564,0.4017758906884449,1.0,0.7794557367778772,0.007128697432661655,-0.007555017279308418,-0.014870077003219547,0.045592815761632925,0.14174444063117267,-0.06281978664942407,-0.03671105607109474,0.0021298388055062227,0.0663441358204932,-0.017467129282655154,0.1834253550073147,-0.047842677001318626,0.03597886692669192,0.05351400188764335,-0.0653614229995998,0.16601603617202973,-0.025872045658835864,0.022211740149217566,0.049547094376353455,-0.03051910010304295,0.1748293187287498,0.1385556288159306,0.07586090390810193,-0.05692651263713708,-0.040160622297653034,0.20105238991878752,0.30139956143778573,0.4574698403923199,0.36919853089439986,0.23733018577391432,-0.037172054988056084,0.1748293187287498,0.0015222998530478715,0.13737015887066992,-0.08747766119306108,-0.26891149333560727,0.0009356676670461661,-0.05093821628457238,0.4715978974077924,1.0000000000000824,-0.014870077002931725,0.14725281896275524,0.18238409031702646,0.07679954037665741,-0.014476223865080476,0.029154703814988744,0.06659586807304002,0.17022350225725397,0.016661188486868487,0.1395816254237524,0.12176534822095983,0.15831619022617865,0.10033583080956368,0.032483951921766015,0.04091548983445806,0.04239104657558494,0.024868184575923696,-0.014882778902518032
Fwd.Packet.Length.Std,0.006965113502433723,0.028448897640884853,-0.03745911708964403,-0.04022858534432035,-0.009705530447491431,0.1435314949574293,0.07072747108739622,0.037291765112185744,0.09823894568190898,-0.010653398883524264,0.8087479361818376,0.02301797409882041,0.7794557367778772,1.0,0.1295273362208089,-0.017663218815930765,0.10814555255768242,0.2139119358490647,0.12985384225979332,-0.10225350000118773,-0.056817613069249144,0.026756047460038703,0.12826894149477938,-0.03361291128766189,0.13512397341154553,-0.06942040243043934,0.08662592651236652,0.10835601694006064,-0.10228266357006019,0.11580662490157437,-0.052100706830896334,0.04765115433870666,0.08931856607359592,-0.060743529775502084,0.0787491340117644,0.06723959681448363,0.03770999544527686,-0.09149081229128316,-0.06924603626479917,0.020038671819919314,0.3572995075511532,0.4269878471490201,0.4852568094433067,0.2986321335617153,-0.05327712566791486,0.0787491340117644,0.009147665940886613,0.37599017032249915,-0.32662843166795646,-0.38298902930358375,0.008491923269636017,-0.04948457297665476,0.4405218950853894,0.7794557367744411,0.108145552555777,0.07072747108739622,0.09823894568190898,0.037291765112185744,-0.010653398883524264,0.13159688175358508,0.023904949633409885,0.08265925173402466,0.058755526706993466,0.07970100740752176,0.08484575426640947,0.10092659048366774,0.050195416356170676,0.05696667845047449,0.061080770302082955,0.06975568221972313,0.045502005570418946,0.009909736084727663
Bwd.Packet.Length.Max,0.10709138994399839,0.16786033784724627,-0.10079558361980102,-0.19664230571639035,-0.004537696015138637,0.10409062384103433,0.10580341774183889,0.18336160135361246,-0.0071773605068789674,0.22516739090315813,0.16188431746490814,-0.0489199744983164,0.007128697432661655,0.1295273362208089,1.0,0.047804741045959324,0.8794494572945657,0.8640589541916572,-0.021337896438774963,-0.10085441858713591,-0.10854388939489346,-0.06386327246746355,0.09719429946741004,-0.025715634717256138,0.09119473597907087,-0.10567480730918527,-0.01583989430450052,0.07363561575500648,-0.08010061699073306,0.09365404892629083,-0.09069850373946524,-0.042321897308824075,0.07398550823738578,-0.05314998817289791,-0.049421650634648234,0.10518795814395607,0.17814492891124015,-0.09553475798966746,-0.05075763723043074,-0.030137689441627043,0.9288515819656739,0.7680041283198108,0.8437709850081421,0.8224033527889002,-0.037141109541467106,-0.049421650634648234,0.015690866970201847,0.3856274183648395,-0.38875609965685903,-0.2785387383578425,0.015844092731541467,0.11067656373298632,0.7496498945494192,0.007128697434126801,0.8794494572910966,0.10580341774183889,-0.0071773605068789674,0.18336160135361246,0.22516739090315813,0.20028641425715477,0.0005621480588739364,0.050942580757934626,0.018958622367213296,0.1278295338885915,0.12187799173395614,0.14991992832903045,0.08675430146422321,0.02416514605801382,0.04244229104955792,0.03511325650937585,0.016625603344766773,0.2010997717878814
Bwd.Packet.Length.Min,0.008147590702844664,-0.09482346795563304,-0.004265390344284114,0.09534451921769287,0.008376251571153856,0.0913903773276488,0.018126854359815193,0.01865381701926241,-0.0022916310757467883,0.018952178287326735,-0.016923111800173658,-0.0015479721598387053,-0.007555017279308418,-0.017663218815930765,0.047804741045959324,1.0,0.2042626250385814,-0.011827729240466676,-0.0014602342704707924,-0.02157601160647674,0.10636187021250892,0.13987021032208238,0.10634640285197595,1.2823562903224381e-05,0.09492357237034177,0.05461648951828563,0.14584912002351044,0.1102926811761967,-0.0169788163929516,0.0853152523542174,0.2507388303236293,0.0713507435220426,0.10926974799728209,0.2474803788708255,0.149886077382312,0.019249609729656957,0.018956144520324243,-0.02080548115426771,-0.009641385998464584,0.009828559384712068,0.03723636620080829,0.09497482716536391,0.07066419762771017,0.05128823531944534,-0.0023190440286182537,0.149886077382312,-0.002729056292210776,-0.08480220188908551,0.08299056515893513,-0.03265090008202749,-0.0027100228058528062,-0.05061330123022366,0.10159969181641798,-0.007555017279466741,0.20426262504044526,0.018126854359815193,-0.0022916310757467883,0.01865381701926241,0.018952178287326735,-0.035193148016051536,0.018179646520605015,0.0036818910075637457,0.008130612894490671,0.009572608715734692,-0.003905674505282674,0.004094985744360593,0.012485723193884355,0.13638185600502745,0.0379164093361157,0.12939191763413127,0.13871825741840013,-0.03084526569324115
Bwd.Packet.Length.Mean,0.07024820038824317,0.16099841854620975,-0.07581193711837211,-0.19142012943416317,-0.0029896041024829252,0.059740112355271394,0.07114174445711301,0.1208936099754997,-0.011375641162375386,0.15416893853653413,0.12187048527794889,-0.0504363316197591,-0.014870077003219547,0.10814555255768242,0.8794494572945657,0.2042626250385814,1.0,0.8658567575127379,-0.021929822186563565,-0.10775758298094408,-0.09055779398898357,-0.04411441226946903,0.08451353828512403,-0.02666580191739894,0.048199357414836996,-0.09985326678934847,-0.00023686742115012411,0.06203616563092017,-0.085247216053661,0.0396051305786119,-0.05083650824131881,-0.04502146650645765,0.043807339429354414,-0.012713123364064462,-0.04129883725140338,0.07062093553703704,0.11646672994549383,-0.1023124674637437,-0.05344133639138374,-0.0290051492087137,0.806935357438427,0.8289546116930597,0.8660494159482757,0.8199179343877167,-0.037151021578198544,-0.04129883725140338,0.009889430573421985,0.39118550282319964,-0.3952908989639336,-0.28145529258149615,0.010045932649199946,0.05852220131947924,0.8146825356436678,-0.014870077002843474,1.0000000000000442,0.07114174445711301,-0.011375641162375386,0.1208936099754997,0.15416893853653413,0.18486212121650886,0.01710361434940018,0.031324100530652606,0.03720584997890721,0.08773423902313889,0.06975472114813734,0.09407203278054667,0.0658881345173373,0.005713858554772581,0.009065623437220713,0.0090435008139969,0.006994022724527773,0.20634712661079982
Bwd.Packet.Length.Std,0.11946928407776404,0.2087625413048909,-0.12894137944894138,-0.24840616385215689,-0.007564825326059206,0.04335773577155885,0.03781190086550246,0.07211432999743499,-0.013152460723835885,0.09930841312266464,0.17153511500672786,-0.06222414620032379,0.045592815761632925,0.2139119358490647,0.8640589541916572,-0.011827729240466676,0.8658567575127379,1.0,-0.027324096476794985,-0.12806544447742424,-0.11500859446257364,-0.048639637884470614,0.09316099405105759,-0.03309050929066615,0.03063055569112019,-0.11674221084993046,0.007938970729243237,0.06837183073517387,-0.10023186516482713,0.019861096203946167,-0.11017932317956208,-0.03343517197431259,0.04309330448534022,-0.07918620894576776,-0.09247737750826111,0.03703931845441088,0.06829366326647524,-0.12154337084164428,-0.06368101583808597,-0.03945155048451611,0.7919271971360862,0.7191640363985332,0.8978776406353424,0.7939771346249915,-0.046996451104442956,-0.09247737750826111,0.017205235191324865,0.5241152614476025,-0.5267980077843087,-0.3534848108909441,0.017362267774071863,0.05014093022947134,0.7093364749157457,0.04559281576160524,0.8658567575108486,0.03781190086550246,-0.013152460723835885,0.07211432999743499,0.09930841312266464,0.2570904155969113,-0.0012976331175571416,0.01512845310856841,0.024990765740771383,0.06380204779086632,0.0600190018171926,0.07319077528999385,0.04353967328137697,-0.0015783273353352418,0.011105921242387934,0.0033909630344700578,-0.0018046249209486285,0.17330408254404658
Flow.Bytes.s,-0.035373475494520516,-0.06529776851464995,0.05185967436864705,0.07410941262863305,-0.0007418475286673795,-0.030846723446220886,-0.002284790375897756,-0.0023882393999434866,-0.000939764127635236,-0.001485714539199081,0.045222471271342046,0.08784484873764374,0.14174444063117267,0.12985384225979332,-0.021337896438774963,-0.0014602342704707924,-0.021929822186563565,-0.027324096476794985,1.0,0.2238473371191616,-0.019519049749483607,-0.026194262627271838,-0.030145054214389178,-0.0026921769923558972,-0.02970855519966443,-0.01821410778401374,-0.02406134561609851,-0.02875569193746158,-0.008510935006500034,-0.026586898908221388,-0.015925791428389954,-0.021433077398658053,-0.025421858014296448,-0.006951330093222302,0.06386482571145384,-0.0022136225443012505,-0.0023245437774165735,0.23364271294007308,0.04110431026113552,0.16762003507485657,0.004139668384816878,0.11210757407852841,0.044125471983850716,0.045250558679714385,0.002714817882740939,0.06386482571145384,-0.0012415905153040333,-0.03955467115353779,0.03816007979659324,-0.01981081184646784,-0.0012330990233787298,-0.02919303474147675,0.16335962934693482,0.14174444062798883,-0.021929822186561972,-0.002284790375897756,-0.000939764127635236,-0.0023882393999434866,-0.001485714539199081,-0.0241696046489258,-0.012222623172437538,-0.0018665315253568668,-0.02074826773621935,-0.006151605066226034,-0.006725198581059188,-0.00776518369008721,-0.003930946637579483,-0.02433420514874339,-0.01386915376802428,-0.02513529832735547,-0.022070363633129194,-0.012751521840638193
Flow.Packets.s,-0.11208638666513818,-0.11384310147361697,0.12901166043895876,0.12357242889544037,-0.003963995716462099,-0.13696550514263084,-0.01185748179185791,-0.01260096286567765,-0.005523925537522331,-0.008534788851081922,-0.09128196662865731,0.006962469226206206,-0.06281978664942407,-0.10225350000118773,-0.10085441858713591,-0.02157601160647674,-0.10775758298094408,-0.12806544447742424,0.2238473371191616,1.0,-0.08654789309216926,-0.11615412412751376,-0.13373773762518978,-0.011936236351173517,-0.13191211928272448,-0.08076221489661946,-0.10669970667757935,-0.12756558906635906,-0.03773644777716885,-0.11806355093167539,-0.07061512029309185,-0.09504237712909101,-0.11278334996723256,-0.03082146311723797,0.011757978926274674,-0.011459948056677107,-0.012251485742555582,0.9630144671463632,0.4510737821952581,0.01702730185516032,-0.11073867834375424,-0.09732196553948645,-0.1335586522254543,-0.07453039313431177,0.17811262735941003,0.011757978926274674,-0.005565792204400588,-0.17832559041717758,0.14734463608646015,0.1529925524688135,-0.00552795867209882,-0.0951361175670957,-0.08681972189708875,-0.06281978664896964,-0.10775758298084798,-0.01185748179185791,-0.005523925537522331,-0.01260096286567765,-0.008534788851081922,-0.10013778860786808,-0.05017064523015242,-0.009760541675810886,-0.017748858313944398,-0.02741480021849756,-0.02991809500977181,-0.03457919517737953,-0.01753973424007481,-0.10793176702523766,-0.061520552615338064,-0.11148777231047277,-0.09788940420683861,-0.017058602124969655
Flow.IAT.Mean,0.11647095431645621,-0.003560382537328493,-0.15736364143311005,0.04515139955699251,-0.003945362374694799,0.523522788187095,-0.019417449715764257,-0.020267679006658858,-0.009939411438293431,-0.015401858425507989,-0.07269575302589322,0.019436561463880807,-0.03671105607109474,-0.056817613069249144,-0.10854388939489346,0.10636187021250892,-0.09055779398898357,-0.11500859446257364,-0.019519049749483607,-0.08654789309216926,1.0,0.8099779823638087,0.5921702463959557,0.4335647662126082,0.49655827957032994,0.8317968747953298,0.49719218578985647,0.5744535952509169,0.6205225426789748,0.42938283455724746,0.7181796810271658,0.46226276085388135,0.4958898074319476,0.5182424898455923,0.20373621382090992,-0.018803492984807647,-0.019660550818260583,-0.08177190170788728,-0.04425619585726768,0.0107896092192485,-0.11886479412656191,-0.10568272959223583,-0.12021272396171419,-0.0969996764794806,-0.03141164872672416,0.20373621382090992,-0.005450911985368694,-0.16975071625946278,0.16857131272899928,-0.2162804550768587,-0.005425594202841908,-0.03069035935564002,-0.10185355692468723,-0.036711056072074116,-0.09055779398875848,-0.019417449715764257,-0.009939411438293431,-0.020267679006658858,-0.015401858425507989,-0.054628638116695945,-0.010176717915865734,-0.015884183742894607,-0.0780590446857495,-0.01742850980565735,-0.011634911151284988,-0.01829621383866438,-0.013333186370028843,0.5556049490522001,0.23022927303703097,0.5446481932401535,0.5265357747048608,-0.06574673474309338
Flow.IAT.Std,0.12390029504295902,0.01709698042739926,-0.1645485557316156,0.02325953640446449,-0.006094059084251508,0.7120558089489073,-0.022761745172140208,-0.022974316375959123,-0.012718267868368233,-0.018270469099869128,-0.018414140210380705,-0.003265372646318988,0.0021298388055062227,0.026756047460038703,-0.06386327246746355,0.13987021032208238,-0.04411441226946903,-0.048639637884470614,-0.026194262627271838,-0.11615412412751376,0.8099779823638087,1.0,0.8601959508488296,-0.028169518187887023,0.6769930273777607,0.7808316267216686,0.7832726962575397,0.8254645927886687,0.4464720137535179,0.5879213716045454,0.7268609264277679,0.6871646891776656,0.7201099495402272,0.4374858045805591,0.27386763649167467,-0.022005155632027554,-0.022345993374053085,-0.1097444839389433,-0.05939492641904447,-0.01305840708591741,-0.07024399120900589,-0.06376085224236551,-0.05042830360221453,-0.07184760906742152,-0.044929849979870165,0.27386763649167467,-0.00023104081520533456,-0.0861965032423082,0.08845469685294349,-0.32062257693926555,-0.00024762201896520334,-0.002225457250761177,-0.06171136610883123,0.002129838802899677,-0.04411441226903654,-0.022761745172140208,-0.012718267868368233,-0.022974316375959123,-0.018270469099869128,-0.024700746383733537,-0.009246837155251214,-0.018945660233045208,-0.06099004403123459,0.0028513795288961983,0.013986636886112807,0.007325249100820792,-0.001599216373267013,0.7674969728577099,0.32869474265548126,0.7575938946345672,0.7279611133756524,-0.06905466027465822
Flow.IAT.Max,0.1136629207114722,0.055612331616232843,-0.13859084072941147,-0.02835468922169962,-0.005238543425990462,0.8043997619654724,-0.004334337766070232,0.0012677791224161286,-0.007682010836636466,0.002984198411274171,0.09692312325326283,-0.016001830872715533,0.0663441358204932,0.12826894149477938,0.09719429946741004,0.10634640285197595,0.08451353828512403,0.09316099405105759,-0.030145054214389178,-0.13373773762518978,0.5921702463959557,0.8601959508488296,1.0,0.044118717801133675,0.7676432289263072,0.569131446289387,0.8072701557369437,0.9541567426957711,0.2594448256376643,0.6562498142459886,0.4984898546818492,0.6842850653570007,0.8140138784976856,0.23272017818520216,0.2808435756009232,-0.004041995998236104,0.0012327355303523215,-0.12635889896639346,-0.06838257697470132,-0.014556698586266988,0.10238393596451356,0.07750488717830774,0.10840400070788274,0.041764276172129404,-0.05153560663442902,0.2808435756009232,0.00947960623847587,0.03216187223105993,-0.025127725793392463,-0.37284718413531265,0.009382230472414634,0.034859549164116564,0.07369508198853449,0.06634413581627312,0.0845135382859639,-0.004334337766070232,-0.007682010836636466,0.0012677791224161286,0.002984198411274171,0.028453200881369798,-0.008120651629368376,-0.00622851746741466,-0.02979582230586475,0.08698097284679275,0.10673933381205157,0.11083433397145338,0.05114819209782704,0.8212774105342544,0.44867725122378316,0.8392534225952106,0.7585100857293825,-0.033630423863215936
Flow.IAT.Min,0.015218708584499254,0.01781167928100482,-0.021032435269797627,-0.015610416723189486,-0.0005328227520796998,0.0060116251578283975,-0.0030584146227178536,-0.003260263659883194,-0.0014258452647847107,-0.0022014493989408928,-0.025077457057244602,0.015546167941591194,-0.017467129282655154,-0.03361291128766189,-0.025715634717256138,1.2823562903224381e-05,-0.02666580191739894,-0.03309050929066615,-0.0026921769923558972,-0.011936236351173517,0.4335647662126082,-0.028169518187887023,0.044118717801133675,1.0,0.0043331178189947115,0.1571232198177,-0.026373756238880598,0.0401580218713854,0.19371972526293038,-0.029862666066523307,-0.01731023289116846,-0.024238694447581456,-0.028551782189849516,-0.00706728205114936,-0.013027683670400109,-0.00295389754643655,-0.0031722598286478285,-0.011277642077599657,-0.006103301118827479,0.03482157454843636,-0.029139146436177897,-0.026988048415875165,-0.03788989809067199,-0.021056847742871067,-0.00021124258114716625,-0.013027683670400109,-0.0014293132701333,-0.04580149801501585,0.04450662104997149,0.007435613259271825,-0.0014196720987083133,-0.03600780678365784,-0.024701642265300687,-0.017467129282494106,-0.026665801917355385,-0.0030584146227178536,-0.0014258452647847107,-0.003260263659883194,-0.0022014493989408928,-0.008576864009745526,-0.012308387072920635,-0.002521824049590981,-0.009358578381752358,-0.0069441291591744,-0.007653181635987438,-0.008795308549350867,-0.004407740467040963,-0.0012111359405084104,-0.014491073093360968,-0.004392614910374564,0.002810716388696896,-0.0035827462628665527
Fwd.IAT.Total,0.11255542953007312,-0.06422737160313002,-0.13254546779130807,0.10938188273613507,0.04643095366828715,0.9851594778818543,0.08531081047480099,0.07969951420833153,0.048751460877236495,0.04773354874899765,0.19792487148413473,0.06857316390868015,0.1834253550073147,0.13512397341154553,0.09119473597907087,0.09492357237034177,0.048199357414836996,0.03063055569112019,-0.02970855519966443,-0.13191211928272448,0.49655827957032994,0.6769930273777607,0.7676432289263072,0.0043331178189947115,1.0,0.5217219911544992,0.6823056569948329,0.8083703284907139,0.22468732410100423,0.9088767290466249,0.47694891552278346,0.6091441990726261,0.7244839894413593,0.20462063195136818,0.4763944156859422,0.08069772914789607,0.07732949653485752,-0.12463549679027892,-0.06744417064016209,0.0007868060225901159,0.14532633181841645,0.11316248945897746,0.10070337550768986,0.045415528657377705,-0.051434699279370166,0.4763944156859422,0.003566848112050165,-0.12351056182219372,0.12370416465236114,-0.37253534469007615,0.0035938690480335996,0.008926602993934083,0.10432740084215472,0.1834253550033676,0.04819935741419178,0.08531081047480099,0.048751460877236495,0.07969951420833153,0.04773354874899765,-0.05515172487201383,0.04551039240257224,0.07645556200223587,-0.06103409940685835,0.19763258178537602,0.25795849074841193,0.27599202090488356,0.10710566017468638,0.7328531894882497,0.4845813678131375,0.7759151505229709,0.6407013664800867,-0.04157323946254467
Fwd.IAT.Mean,0.17891005320534695,0.04387476551353356,-0.19616099967232498,0.00489308227166062,-0.0045204082802656476,0.5312086890442782,-0.018368281362027797,-0.01806552093429677,-0.009342053488911782,-0.014259440868847333,-0.07848413574760423,0.00682032848344972,-0.047842677001318626,-0.06942040243043934,-0.10567480730918527,0.05461648951828563,-0.09985326678934847,-0.11674221084993046,-0.01821410778401374,-0.08076221489661946,0.8317968747953298,0.7808316267216686,0.569131446289387,0.1571232198177,0.5217219911544992,1.0,0.43246905732243873,0.6013831307319796,0.848639827413423,0.4855350293001336,0.6860993696074263,0.5099772026606042,0.5433883781431855,0.4608811513628898,0.16495672210492957,-0.017823880022054445,-0.017590287273067804,-0.07630543140253682,-0.04129790745106153,-0.010221007156847008,-0.11761827910098284,-0.11276966270917492,-0.12666587665729007,-0.09571393507697175,-0.03141094687045376,0.16495672210492957,-0.0050193246522187065,-0.18220997939517908,0.17972183019968535,-0.2184398581494488,-0.004944574477613301,0.10891815399897126,-0.1113568070821478,-0.04784267700172752,-0.09985326678930849,-0.018368281362027797,-0.009342053488911782,-0.01806552093429677,-0.014259440868847333,-0.0556308463074368,-0.01987451716685051,-0.014984812591559505,-0.1209783704106602,-0.017504073321246,-0.01104974905560501,-0.018340157501444895,-0.013817277655393874,0.5874801463887944,0.2979349027199703,0.5838883918886885,0.5410384382545558,-0.06748328725748728
Fwd.IAT.Std,0.0909810378953396,0.010862098675425563,-0.12294654232947055,0.013317936188575706,-0.005272960842879156,0.6713104751472615,-0.01951984720753171,-0.018265112456662635,-0.01154543568415927,-0.015581158856564175,0.026355675522638285,-0.017710112780305515,0.03597886692669192,0.08662592651236652,-0.01583989430450052,0.14584912002351044,-0.00023686742115012411,0.007938970729243237,-0.02406134561609851,-0.10669970667757935,0.49719218578985647,0.7832726962575397,0.8072701557369437,-0.026373756238880598,0.6823056569948329,0.43246905732243873,1.0,0.8455917865138076,-0.0645055390261995,0.5347118925673444,0.42692009052977464,0.6273314435061667,0.6290957275002624,0.14974875383682698,0.32089356077835973,-0.018902253547742096,-0.018057527366313744,-0.10081190084319315,-0.054560056056862795,-0.014615860145407947,-0.01819727191946735,-0.014103531787481527,0.011695561635808122,-0.040376547372977065,-0.0415492395488542,0.32089356077835973,0.004159859464985476,-0.018595068965313207,0.018626737695078558,-0.2981450133383066,0.004276125060973246,-0.023242139695443698,-0.012844091451800817,0.035978866925032,-0.00023686742088731882,-0.01951984720753171,-0.01154543568415927,-0.018265112456662635,-0.015581158856564175,-0.008404752893528624,-0.00018590608178123514,-0.016302539211013885,-0.020110988026077255,0.02082452984604597,0.038694237936197494,0.03154681622071913,0.007726956016851371,0.7107006138601061,0.31577985930083313,0.7081534527462563,0.6732668247990544,-0.055829470412513404
Fwd.IAT.Max,0.11693036815360244,0.046133256362396874,-0.1328195690873762,-0.01504320480183121,-0.004559720838917911,0.7998483705945817,-0.005178486431952082,-0.0008579079873052356,-0.007301306876264807,-0.00024706965797752987,0.0832825352708248,-0.018268811442568946,0.05351400188764335,0.10835601694006064,0.07363561575500648,0.1102926811761967,0.06203616563092017,0.06837183073517387,-0.02875569193746158,-0.12756558906635906,0.5744535952509169,0.8254645927886687,0.9541567426957711,0.0401580218713854,0.8083703284907139,0.6013831307319796,0.8455917865138076,1.0,0.27652835237899337,0.6453784908216926,0.483450427787932,0.6305873280488382,0.7551586363606095,0.23434602422737327,0.2994326398888662,-0.0051721163120517595,-0.0011272758920492885,-0.1205271360933948,-0.06522716039642863,-0.014696953236108453,0.07875763374761859,0.054161887566588594,0.08155249665217068,0.020478481617719126,-0.049696014680899174,0.2994326398888662,0.009232378145754293,0.003259225243311493,0.0012827649064678281,-0.35721007831915313,0.009323265862114918,0.017831748881678742,0.050468465385860015,0.053514001883737,0.06203616563186807,-0.005178486431952082,-0.007301306876264807,-0.0008579079873052356,-0.00024706965797752987,0.01082951730196147,-0.005673839729155246,-0.005992551749122737,-0.04244343655825991,0.0868654367028706,0.11256711579950392,0.11372590252522398,0.04840147128400567,0.8219058417378091,0.46441863179706194,0.843325232239447,0.7543620308683854,-0.04708692296525028
Fwd.IAT.Min,0.14499694815965278,0.06312475898105592,-0.14038879362819298,-0.024512974500632664,-0.002517358940529965,0.24057921727600245,-0.009526262367160816,-0.009426685927692673,-0.00450594146135999,-0.006955268678593955,-0.08025859859730342,0.010821504213899276,-0.0653614229995998,-0.10228266357006019,-0.08010061699073306,-0.0169788163929516,-0.085247216053661,-0.10023186516482713,-0.008510935006500034,-0.03773644777716885,0.6205225426789748,0.4464720137535179,0.2594448256376643,0.19371972526293038,0.22468732410100423,0.848639827413423,-0.0645055390261995,0.27652835237899337,1.0,0.24253315145915594,0.49069046056604515,0.21585532238551353,0.28501387412847184,0.4161812112645626,-0.013976934713872166,-0.009252909312007824,-0.009075440642113946,-0.035653925856941444,-0.019296844317297033,-0.005087605719326209,-0.09116618129720079,-0.09532435158005541,-0.114152139549724,-0.06596425174287823,-0.014663160766343091,-0.013976934713872166,-0.0045184693038082474,-0.14469773754847942,0.1430495226124924,-0.09870384530402405,-0.0044879857833460945,0.13050560781384968,-0.0953512655674709,-0.06536142299904434,-0.08524721605351464,-0.009526262367160816,-0.00450594146135999,-0.009426685927692673,-0.006955268678593955,-0.036922283811216663,-0.026039438061638852,-0.007767584494556863,-0.11777431986332493,-0.021463959998971775,-0.02358757118778273,-0.027163213923509417,-0.013629550943640647,0.2981148560352941,0.16974620381658126,0.29497601477659896,0.2680706996477071,-0.04161511677287902
